#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2023 01 02 02 26 999 99.0 99.0  2.97 11.11  6.78 275 9999.0 999.0  14.8 999.0 99.0 99.00
2023 01 02 02 56 999 99.0 99.0  3.02 11.76  6.94 267 9999.0 999.0  14.8 999.0 99.0 99.00
2023 01 02 03 26 999 99.0 99.0  3.03 11.76  6.92 278 9999.0 999.0  14.8 999.0 99.0 99.00
2023 01 02 03 56 999 99.0 99.0  2.99 11.76  6.92 272 9999.0 999.0  14.7 999.0 99.0 99.00
2023 01 02 04 26 999 99.0 99.0  2.84 11.76  7.41 269 9999.0 999.0  14.7 999.0 99.0 99.00
2023 01 02 04 56 999 99.0 99.0  2.76  9.88  7.25 271 9999.0 999.0  14.7 999.0 99.0 99.00
2023 01 02 05 26 999 99.0 99.0  2.56  9.09  6.89 272 9999.0 999.0  14.7 999.0 99.0 99.00
2023 01 02 05 56 999 99.0 99.0  2.65 10.53  7.27 276 9999.0 999.0  14.7 999.0 99.0 99.00
2023 01 02 06 26 999 99.0 99.0  2.69  9.88  7.34 274 9999.0 999.0  14.7 999.0 99.0 99.00
2023 01 02 06 56 999 99.0 99.0  2.55 10.53  7.13 271 9999.0 999.0  14.7 999.0 99.0 99.00
2023 01 02 07 26 999 99.0 99.0  2.46 10.53  7.19 269 9999.0 999.0  14.7 999.0 99.0 99.00
2023 01 02 07 56 999 99.0 99.0  2.44 11.11  7.03 265 9999.0 999.0  14.7 999.0 99.0 99.00
2023 01 02 08 26 999 99.0 99.0  2.50 10.53  7.19 271 9999.0 999.0  14.7 999.0 99.0 99.00
2023 01 02 08 56 999 99.0 99.0  2.49 11.76  7.03 264 9999.0 999.0  14.7 999.0 99.0 99.00
2023 01 02 09 26 999 99.0 99.0  2.59 12.50  7.35 260 9999.0 999.0  14.7 999.0 99.0 99.00
2023 01 02 09 56 999 99.0 99.0  2.47 13.33  6.99 258 9999.0 999.0  14.6 999.0 99.0 99.00
2023 01 02 10 26 999 99.0 99.0  2.49  9.88  7.06 272 9999.0 999.0  14.6 999.0 99.0 99.00
2023 01 02 10 56 999 99.0 99.0  2.42 10.53  7.40 265 9999.0 999.0  14.6 999.0 99.0 99.00
2023 01 02 11 26 999 99.0 99.0  2.44 15.38  7.59 265 9999.0 999.0  14.6 999.0 99.0 99.00
2023 01 02 11 56 999 99.0 99.0  2.23 11.11  7.23 271 9999.0 999.0  14.6 999.0 99.0 99.00
2023 01 02 12 26 999 99.0 99.0  2.11 11.11  7.37 268 9999.0 999.0  14.6 999.0 99.0 99.00
2023 01 02 12 56 999 99.0 99.0  2.14 10.53  7.37 269 9999.0 999.0  14.7 999.0 99.0 99.00
2023 01 02 13 26 999 99.0 99.0  2.00 15.38  7.15 265 9999.0 999.0  14.6 999.0 99.0 99.00
2023 01 02 13 56 999 99.0 99.0  1.96 14.29  6.89 262 9999.0 999.0  14.6 999.0 99.0 99.00
2023 01 02 14 26 999 99.0 99.0  2.12 15.38  7.21 265 9999.0 999.0  14.6 999.0 99.0 99.00
2023 01 02 14 56 999 99.0 99.0  2.14 13.33  7.16 260 9999.0 999.0  14.6 999.0 99.0 99.00
2023 01 02 15 26 999 99.0 99.0  2.17 14.29  7.56 254 9999.0 999.0  14.6 999.0 99.0 99.00
2023 01 02 15 56 999 99.0 99.0  2.04 13.33  7.34 251 9999.0 999.0  14.6 999.0 99.0 99.00
2023 01 02 16 26 999 99.0 99.0  2.10 13.33  7.52 271 9999.0 999.0  14.6 999.0 99.0 99.00
2023 01 02 16 56 999 99.0 99.0  2.01 14.29  7.50 261 9999.0 999.0  14.6 999.0 99.0 99.00
2023 01 02 17 26 999 99.0 99.0  1.98 13.33  7.56 264 9999.0 999.0  14.6 999.0 99.0 99.00
2023 01 02 17 56 999 99.0 99.0  2.12 14.29  7.77 257 9999.0 999.0  14.6 999.0 99.0 99.00
2023 01 02 18 26 999 99.0 99.0  1.95 14.29  8.07 261 9999.0 999.0  14.6 999.0 99.0 99.00
2023 01 02 18 56 999 99.0 99.0  1.86 11.76  7.70 271 9999.0 999.0  14.6 999.0 99.0 99.00
2023 01 02 19 26 999 99.0 99.0  1.88 14.29  8.06 260 9999.0 999.0  14.6 999.0 99.0 99.00
2023 01 02 19 56 999 99.0 99.0  1.89 14.29  7.75 268 9999.0 999.0  14.6 999.0 99.0 99.00
2023 01 02 20 26 999 99.0 99.0  1.84 14.29  7.98 260 9999.0 999.0  14.5 999.0 99.0 99.00
2023 01 02 20 56 999 99.0 99.0  1.85 14.29  7.79 255 9999.0 999.0  14.5 999.0 99.0 99.00
2023 01 02 21 26 999 99.0 99.0  1.78 14.29  7.99 265 9999.0 999.0  14.5 999.0 99.0 99.00
2023 01 02 21 56 999 99.0 99.0  2.00 13.33  8.50 265 9999.0 999.0  14.5 999.0 99.0 99.00
2023 01 02 22 26 999 99.0 99.0  1.80 13.33  7.80 262 9999.0 999.0  14.5 999.0 99.0 99.00
2023 01 02 22 56 999 99.0 99.0  1.80 13.33  8.06 257 9999.0 999.0  14.5 999.0 99.0 99.00
2023 01 02 23 26 999 99.0 99.0  1.84 13.33  8.45 262 9999.0 999.0  14.5 999.0 99.0 99.00
2023 01 02 23 56 999 99.0 99.0  1.80 10.53  8.22 272 9999.0 999.0  14.5 999.0 99.0 99.00
2023 01 03 00 26 999 99.0 99.0  1.82 11.11  8.31 265 9999.0 999.0  14.5 999.0 99.0 99.00
2023 01 03 00 56 999 99.0 99.0  1.81 13.33  8.50 255 9999.0 999.0  14.5 999.0 99.0 99.00
2023 01 03 01 26 999 99.0 99.0  1.92 11.76  8.76 265 9999.0 999.0  14.5 999.0 99.0 99.00
2023 01 03 01 56 999 99.0 99.0  1.72 12.50  8.22 262 9999.0 999.0  14.5 999.0 99.0 99.00
2023 01 03 02 26 999 99.0 99.0  1.96 14.29  9.39 264 9999.0 999.0  14.5 999.0 99.0 99.00
2023 01 03 02 56 999 99.0 99.0  1.80 13.33  8.99 276 9999.0 999.0  14.5 999.0 99.0 99.00
2023 01 03 03 26 999 99.0 99.0  1.74 13.33  9.05 261 9999.0 999.0  14.5 999.0 99.0 99.00
2023 01 03 03 56 999 99.0 99.0  1.81 13.33  9.29 265 9999.0 999.0  14.5 999.0 99.0 99.00
2023 01 03 04 26 999 99.0 99.0  1.76 12.50  8.68 257 9999.0 999.0  14.5 999.0 99.0 99.00
2023 01 03 04 56 999 99.0 99.0  1.52 13.33  7.99 271 9999.0 999.0  14.5 999.0 99.0 99.00
2023 01 03 05 26 999 99.0 99.0  1.63 12.50  7.97 251 9999.0 999.0  14.5 999.0 99.0 99.00
2023 01 03 05 56 999 99.0 99.0  1.87 14.29  8.76 269 9999.0 999.0  14.5 999.0 99.0 99.00
2023 01 03 06 26 999 99.0 99.0  1.69 14.29  8.38 264 9999.0 999.0  14.5 999.0 99.0 99.00
2023 01 03 07 56 999 99.0 99.0  1.72 12.50  7.66 264 9999.0 999.0  14.6 999.0 99.0 99.00
2023 01 03 09 26 999 99.0 99.0  1.93 11.76  7.15 258 9999.0 999.0  14.5 999.0 99.0 99.00
2023 01 03 09 56 999 99.0 99.0  1.83 14.29  6.57 268 9999.0 999.0  14.5 999.0 99.0 99.00
2023 01 03 10 26 999 99.0 99.0  2.01 13.33  6.34 271 9999.0 999.0  14.5 999.0 99.0 99.00
2023 01 03 10 56 999 99.0 99.0  1.98 15.38  6.21 269 9999.0 999.0  14.5 999.0 99.0 99.00
2023 01 03 11 26 999 99.0 99.0  1.95 12.50  6.09 254 9999.0 999.0  14.5 999.0 99.0 99.00
2023 01 03 12 26 999 99.0 99.0  1.98 14.29  5.64 265 9999.0 999.0  14.5 999.0 99.0 99.00
2023 01 03 12 56 999 99.0 99.0  2.14 14.29  5.98 275 9999.0 999.0  14.5 999.0 99.0 99.00
2023 01 03 13 26 999 99.0 99.0  2.07 14.29  5.89 264 9999.0 999.0  14.5 999.0 99.0 99.00
2023 01 03 13 56 999 99.0 99.0  2.22 12.50  5.82 244 9999.0 999.0  14.5 999.0 99.0 99.00
2023 01 03 14 26 999 99.0 99.0  2.13 13.33  5.96 271 9999.0 999.0  14.5 999.0 99.0 99.00
2023 01 03 14 56 999 99.0 99.0  2.31 13.33  5.82 264 9999.0 999.0  14.5 999.0 99.0 99.00
2023 01 03 15 26 999 99.0 99.0  2.46 14.29  5.93 267 9999.0 999.0  14.4 999.0 99.0 99.00
2023 01 03 15 56 999 99.0 99.0  2.51 14.29  6.04 268 9999.0 999.0  14.4 999.0 99.0 99.00
2023 01 03 16 26 999 99.0 99.0  2.45 14.29  6.28 268 9999.0 999.0  14.4 999.0 99.0 99.00
2023 01 03 16 56 999 99.0 99.0  2.39 14.29  6.09 269 9999.0 999.0  14.4 999.0 99.0 99.00
2023 01 03 17 26 999 99.0 99.0  2.45 15.38  6.45 271 9999.0 999.0  14.4 999.0 99.0 99.00
2023 01 03 17 56 999 99.0 99.0  2.39 13.33  6.34 262 9999.0 999.0  14.4 999.0 99.0 99.00
2023 01 03 18 26 999 99.0 99.0  2.21  5.88  5.94  89 9999.0 999.0  14.4 999.0 99.0 99.00
2023 01 03 18 56 999 99.0 99.0  2.39 14.29  6.45 271 9999.0 999.0  14.4 999.0 99.0 99.00
2023 01 03 19 26 999 99.0 99.0  2.28 14.29  6.34 267 9999.0 999.0  14.4 999.0 99.0 99.00
2023 01 03 19 56 999 99.0 99.0  2.48 15.38  6.49 276 9999.0 999.0  14.4 999.0 99.0 99.00
2023 01 03 20 26 999 99.0 99.0  2.41 15.38  6.72 278 9999.0 999.0  14.4 999.0 99.0 99.00
2023 01 03 20 56 999 99.0 99.0  2.31 15.38  6.38 276 9999.0 999.0  14.4 999.0 99.0 99.00
2023 01 03 21 26 999 99.0 99.0  2.36 13.33  6.51 278 9999.0 999.0  14.4 999.0 99.0 99.00
2023 01 03 21 56 999 99.0 99.0  2.30 13.33  6.46 268 9999.0 999.0  14.4 999.0 99.0 99.00
2023 01 03 22 26 999 99.0 99.0  2.19 15.38  6.39 271 9999.0 999.0  14.4 999.0 99.0 99.00
2023 01 03 22 56 999 99.0 99.0  2.21 13.33  6.72 265 9999.0 999.0  14.3 999.0 99.0 99.00
2023 01 03 23 26 999 99.0 99.0  1.98 12.50  6.32 262 9999.0 999.0  14.3 999.0 99.0 99.00
2023 01 03 23 56 999 99.0 99.0  2.07 14.29  6.61 271 9999.0 999.0  14.3 999.0 99.0 99.00
2023 01 04 00 26 999 99.0 99.0  2.08 14.29  6.87 279 9999.0 999.0  14.3 999.0 99.0 99.00
2023 01 04 00 56 999 99.0 99.0  2.14 14.29  6.73 275 9999.0 999.0  14.3 999.0 99.0 99.00
2023 01 04 01 26 999 99.0 99.0  2.14 13.33  7.26 268 9999.0 999.0  14.3 999.0 99.0 99.00
2023 01 04 01 56 999 99.0 99.0  2.31 14.29  8.01 275 9999.0 999.0  14.3 999.0 99.0 99.00
2023 01 04 02 26 999 99.0 99.0  2.22 14.29  7.59 272 9999.0 999.0  14.2 999.0 99.0 99.00
2023 01 04 02 56 999 99.0 99.0  2.20 14.29  7.85 269 9999.0 999.0  14.2 999.0 99.0 99.00
2023 01 04 03 26 999 99.0 99.0  2.12 14.29  7.84 274 9999.0 999.0  14.2 999.0 99.0 99.00
2023 01 04 03 56 999 99.0 99.0  1.97 14.29  7.36 278 9999.0 999.0  14.2 999.0 99.0 99.00
2023 01 04 04 26 999 99.0 99.0  2.13 13.33  7.91 274 9999.0 999.0  14.2 999.0 99.0 99.00
2023 01 04 04 56 999 99.0 99.0  2.09 12.50  7.69 271 9999.0 999.0  14.2 999.0 99.0 99.00
2023 01 04 05 26 999 99.0 99.0  2.18 13.33  7.97 265 9999.0 999.0  14.2 999.0 99.0 99.00
2023 01 04 05 56 999 99.0 99.0  2.07 13.33  7.93 268 9999.0 999.0  14.2 999.0 99.0 99.00
2023 01 04 06 26 999 99.0 99.0  1.96 14.29  7.91 274 9999.0 999.0  14.2 999.0 99.0 99.00
2023 01 04 06 56 999 99.0 99.0  2.11 14.29  8.02 269 9999.0 999.0  14.1 999.0 99.0 99.00
2023 01 04 07 26 999 99.0 99.0  2.21 14.29  8.69 267 9999.0 999.0  14.1 999.0 99.0 99.00
2023 01 04 07 56 999 99.0 99.0  2.10 15.38  8.33 271 9999.0 999.0  14.1 999.0 99.0 99.00
2023 01 04 08 26 999 99.0 99.0  2.11 16.67  8.54 271 9999.0 999.0  14.0 999.0 99.0 99.00
2023 01 04 08 56 999 99.0 99.0  2.09 15.38  8.79 276 9999.0 999.0  14.0 999.0 99.0 99.00
2023 01 04 09 26 999 99.0 99.0  2.09 13.33  8.38 269 9999.0 999.0  14.0 999.0 99.0 99.00
2023 01 04 09 56 999 99.0 99.0  2.12 11.76  8.57 264 9999.0 999.0  14.0 999.0 99.0 99.00
2023 01 04 10 26 999 99.0 99.0  2.13 13.33  8.42 271 9999.0 999.0  14.0 999.0 99.0 99.00
2023 01 04 10 56 999 99.0 99.0  2.31 14.29  8.81 269 9999.0 999.0  13.9 999.0 99.0 99.00
2023 01 04 11 26 999 99.0 99.0  2.18 15.38  8.66 268 9999.0 999.0  13.9 999.0 99.0 99.00
2023 01 04 11 56 999 99.0 99.0  2.08 13.33  8.23 267 9999.0 999.0  13.8 999.0 99.0 99.00
2023 01 04 12 26 999 99.0 99.0  2.22 12.50  8.72 262 9999.0 999.0  13.8 999.0 99.0 99.00
2023 01 04 12 56 999 99.0 99.0  2.26 15.38  8.82 269 9999.0 999.0  13.8 999.0 99.0 99.00
2023 01 04 13 26 999 99.0 99.0  2.16 15.38  8.77 265 9999.0 999.0  13.8 999.0 99.0 99.00
2023 01 04 13 56 999 99.0 99.0  1.91 15.38  8.49 267 9999.0 999.0  13.8 999.0 99.0 99.00
2023 01 04 14 26 999 99.0 99.0  2.02 14.29  8.75 268 9999.0 999.0  13.8 999.0 99.0 99.00
2023 01 04 14 56 999 99.0 99.0  2.00 15.38  8.46 269 9999.0 999.0  13.8 999.0 99.0 99.00
2023 01 04 15 26 999 99.0 99.0  1.89 14.29  8.14 262 9999.0 999.0  13.8 999.0 99.0 99.00
2023 01 04 15 56 999 99.0 99.0  2.02 14.29  8.70 267 9999.0 999.0  13.7 999.0 99.0 99.00
2023 01 04 16 26 999 99.0 99.0  1.96 15.38  8.33 271 9999.0 999.0  13.7 999.0 99.0 99.00
2023 01 04 16 56 999 99.0 99.0  2.03 14.29  8.38 268 9999.0 999.0  13.6 999.0 99.0 99.00
2023 01 04 17 26 999 99.0 99.0  2.04 14.29  8.51 262 9999.0 999.0  13.6 999.0 99.0 99.00
2023 01 04 17 56 999 99.0 99.0  1.82 14.29  7.75 269 9999.0 999.0  13.5 999.0 99.0 99.00
2023 01 04 18 26 999 99.0 99.0  1.93 15.38  8.00 272 9999.0 999.0  13.4 999.0 99.0 99.00
2023 01 04 18 56 999 99.0 99.0  2.04 14.29  8.21 261 9999.0 999.0  13.4 999.0 99.0 99.00
2023 01 04 19 26 999 99.0 99.0  1.80 14.29  7.35 268 9999.0 999.0  13.4 999.0 99.0 99.00
2023 01 04 19 56 999 99.0 99.0  1.94 14.29  7.84 269 9999.0 999.0  13.4 999.0 99.0 99.00
2023 01 04 20 26 999 99.0 99.0  2.00 13.33  8.05 272 9999.0 999.0  13.4 999.0 99.0 99.00
2023 01 04 20 56 999 99.0 99.0  1.98 13.33  8.18 271 9999.0 999.0  13.4 999.0 99.0 99.00
2023 01 04 21 26 999 99.0 99.0  2.12 15.38  8.44 271 9999.0 999.0  13.4 999.0 99.0 99.00
2023 01 04 21 56 999 99.0 99.0  1.89 15.38  7.90 274 9999.0 999.0  13.4 999.0 99.0 99.00
2023 01 04 22 26 999 99.0 99.0  1.98 13.33  7.42 274 9999.0 999.0  13.4 999.0 99.0 99.00
2023 01 04 22 56 999 99.0 99.0  1.84 15.38  6.90 269 9999.0 999.0  13.4 999.0 99.0 99.00
2023 01 04 23 26 999 99.0 99.0  1.93 15.38  6.98 269 9999.0 999.0  13.4 999.0 99.0 99.00
2023 01 04 23 56 999 99.0 99.0  1.80 14.29  6.97 274 9999.0 999.0  13.4 999.0 99.0 99.00
2023 01 05 00 26 999 99.0 99.0  2.01 14.29  7.11 265 9999.0 999.0  13.4 999.0 99.0 99.00
2023 01 05 00 56 999 99.0 99.0  1.87 14.29  6.96 265 9999.0 999.0  13.5 999.0 99.0 99.00
2023 01 05 01 26 999 99.0 99.0  1.95 15.38  7.04 267 9999.0 999.0  13.5 999.0 99.0 99.00
2023 01 05 01 56 999 99.0 99.0  1.93 14.29  7.16 265 9999.0 999.0  13.5 999.0 99.0 99.00
2023 01 05 02 26 999 99.0 99.0  1.89 14.29  6.96 264 9999.0 999.0  13.5 999.0 99.0 99.00
2023 01 05 02 56 999 99.0 99.0  1.97 14.29  7.17 267 9999.0 999.0  13.5 999.0 99.0 99.00
2023 01 05 03 26 999 99.0 99.0  1.92 14.29  6.44 269 9999.0 999.0  13.5 999.0 99.0 99.00
2023 01 05 03 56 999 99.0 99.0  1.88 15.38  6.52 269 9999.0 999.0  13.5 999.0 99.0 99.00
2023 01 05 04 26 999 99.0 99.0  2.04 15.38  6.50 262 9999.0 999.0  13.5 999.0 99.0 99.00
2023 01 05 04 56 999 99.0 99.0  2.12 15.38  6.24 257 9999.0 999.0  13.5 999.0 99.0 99.00
2023 01 05 05 26 999 99.0 99.0  2.14 15.38  6.46 265 9999.0 999.0  13.4 999.0 99.0 99.00
2023 01 05 05 56 999 99.0 99.0  2.12 15.38  6.50 261 9999.0 999.0  13.3 999.0 99.0 99.00
2023 01 05 06 26 999 99.0 99.0  2.17  6.67  6.36 219 9999.0 999.0  13.3 999.0 99.0 99.00
2023 01 05 06 56 999 99.0 99.0  2.43 15.38  6.45 260 9999.0 999.0  13.3 999.0 99.0 99.00
2023 01 05 07 26 999 99.0 99.0  2.43 14.29  6.56 258 9999.0 999.0  13.3 999.0 99.0 99.00
2023 01 05 07 56 999 99.0 99.0  2.20 14.29  6.52 269 9999.0 999.0  13.3 999.0 99.0 99.00
2023 01 05 08 26 999 99.0 99.0  2.31  6.67  6.66 213 9999.0 999.0  13.3 999.0 99.0 99.00
2023 01 05 08 56 999 99.0 99.0  2.25 14.29  6.50 258 9999.0 999.0  13.3 999.0 99.0 99.00
2023 01 05 09 26 999 99.0 99.0  2.41  7.14  6.54 223 9999.0 999.0  13.3 999.0 99.0 99.00
2023 01 05 09 56 999 99.0 99.0  2.56 15.38  6.82 265 9999.0 999.0  13.4 999.0 99.0 99.00
2023 01 05 10 26 999 99.0 99.0  2.62 14.29  6.66 269 9999.0 999.0  13.4 999.0 99.0 99.00
2023 01 05 10 56 999 99.0 99.0  2.86 13.33  6.73 265 9999.0 999.0  13.4 999.0 99.0 99.00
2023 01 05 11 26 999 99.0 99.0  2.87 13.33  6.64 269 9999.0 999.0  13.4 999.0 99.0 99.00
2023 01 05 11 56 999 99.0 99.0  3.09 11.76  6.91 271 9999.0 999.0  13.4 999.0 99.0 99.00
2023 01 05 12 26 999 99.0 99.0  3.20 13.33  7.18 269 9999.0 999.0  13.4 999.0 99.0 99.00
2023 01 05 12 56 999 99.0 99.0  3.40 12.50  7.46 264 9999.0 999.0  13.4 999.0 99.0 99.00
2023 01 05 13 26 999 99.0 99.0  3.28  9.88  7.39 243 9999.0 999.0  13.4 999.0 99.0 99.00
2023 01 05 13 56 999 99.0 99.0  3.60  9.88  7.85 251 9999.0 999.0  13.4 999.0 99.0 99.00
2023 01 05 14 26 999 99.0 99.0  3.32 11.11  7.91 252 9999.0 999.0  13.4 999.0 99.0 99.00
2023 01 05 14 56 999 99.0 99.0  3.34 10.53  8.17 251 9999.0 999.0  13.4 999.0 99.0 99.00
2023 01 05 15 26 999 99.0 99.0  3.37 10.53  8.10 245 9999.0 999.0  13.3 999.0 99.0 99.00
2023 01 05 15 56 999 99.0 99.0  3.40 10.53  8.44 245 9999.0 999.0  13.4 999.0 99.0 99.00
2023 01 05 16 26 999 99.0 99.0  3.38 13.33  8.51 261 9999.0 999.0  13.4 999.0 99.0 99.00
2023 01 05 16 56 999 99.0 99.0  3.40 11.11  8.78 247 9999.0 999.0  13.4 999.0 99.0 99.00
2023 01 05 17 26 999 99.0 99.0  3.25 11.76  8.89 248 9999.0 999.0  13.4 999.0 99.0 99.00
2023 01 05 17 56 999 99.0 99.0  3.38 11.11  9.02 250 9999.0 999.0  13.4 999.0 99.0 99.00
2023 01 05 18 26 999 99.0 99.0  3.45 11.11  9.21 244 9999.0 999.0  13.4 999.0 99.0 99.00
2023 01 05 18 56 999 99.0 99.0  3.40 11.11  9.61 240 9999.0 999.0  13.4 999.0 99.0 99.00
2023 01 05 19 26 999 99.0 99.0  3.69 20.00 10.23 254 9999.0 999.0  13.5 999.0 99.0 99.00
2023 01 05 19 56 999 99.0 99.0  4.05 16.67 10.87 276 9999.0 999.0  13.5 999.0 99.0 99.00
2023 01 05 20 26 999 99.0 99.0  4.30 16.67 10.63 272 9999.0 999.0  13.5 999.0 99.0 99.00
2023 01 05 20 56 999 99.0 99.0  4.23 18.18 11.26 261 9999.0 999.0  13.5 999.0 99.0 99.00
