Date 		Day	Time	Pred(Ft)	Pred(cm)	High/Low
2023/04/06	Thu	05:56	0.02		1			L
2023/04/06	Thu	10:34	2.43		74			H
2023/04/06	Thu	17:45	0.14		4			L
2023/04/06	Thu	22:34	2.91		89			H
2023/04/07	Fri	06:32	-0.02		-1			L
2023/04/07	Fri	11:14	2.24		68			H
2023/04/07	Fri	18:07	0.21		6			L
2023/04/07	Fri	22:59	2.99		91			H
2023/04/08	Sat	07:13	-0.05		-2			L
2023/04/08	Sat	11:59	2.00		61			H
2023/04/08	Sat	18:29	0.30		9			L
2023/04/08	Sat	23:27	3.01		92			H
2023/04/09	Sun	08:01	-0.04		-1			L
2023/04/09	Sun	12:55	1.74		53			H
2023/04/09	Sun	18:52	0.38		12			L
2023/04/10	Mon	00:01	2.97		91			H
2023/04/10	Mon	09:00	-0.02		-1			L
2023/04/10	Mon	14:15	1.52		46			H
2023/04/10	Mon	19:13	0.47		14			L
2023/04/11	Tue	00:44	2.86		87			H
2023/04/11	Tue	10:17	-0.00		0			L
2023/04/11	Tue	16:53	1.48		45			H
2023/04/11	Tue	19:23	0.55		17			L
2023/04/12	Wed	01:47	2.70		82			H
2023/04/12	Wed	11:48	-0.01		-0			L
2023/04/12	Wed	19:07	1.69		52			H
2023/04/12	Wed	21:37	0.62		19			L
2023/04/13	Thu	03:24	2.57		78			H
2023/04/13	Thu	13:07	-0.06		-2			L
2023/04/13	Thu	19:16	1.92		59			H
2023/04/14	Fri	00:39	0.59		18			L
2023/04/14	Fri	05:07	2.59		79			H
2023/04/14	Fri	14:06	-0.10		-3			L
2023/04/14	Fri	19:40	2.16		66			H
2023/04/15	Sat	02:03	0.46		14			L
2023/04/15	Sat	06:26	2.70		82			H
2023/04/15	Sat	14:52	-0.13		-4			L
2023/04/15	Sat	20:06	2.42		74			H
2023/04/16	Sun	03:00	0.30		9			L
2023/04/16	Sun	07:28	2.80		85			H
2023/04/16	Sun	15:31	-0.13		-4			L
2023/04/16	Sun	20:33	2.69		82			H
2023/04/17	Mon	03:49	0.15		5			L
2023/04/17	Mon	08:22	2.82		86			H
2023/04/17	Mon	16:06	-0.09		-3			L
2023/04/17	Mon	21:01	2.94		90			H
2023/04/18	Tue	04:34	0.02		1			L
2023/04/18	Tue	09:11	2.75		84			H
2023/04/18	Tue	16:38	-0.02		-1			L
2023/04/18	Tue	21:29	3.14		96			H
2023/04/19	Wed	05:17	-0.08		-2			L
2023/04/19	Wed	09:59	2.61		80			H
2023/04/19	Wed	17:09	0.07		2			L
2023/04/19	Wed	21:58	3.26		99			H
2023/04/20	Thu	05:59	-0.14		-4			L
2023/04/20	Thu	10:46	2.40		73			H
2023/04/20	Thu	17:39	0.17		5			L
2023/04/20	Thu	22:28	3.29		100			H
2023/04/21	Fri	06:42	-0.16		-5			L
2023/04/21	Fri	11:34	2.17		66			H
2023/04/21	Fri	18:07	0.28		9			L
2023/04/21	Fri	22:57	3.23		98			H
2023/04/22	Sat	07:26	-0.14		-4			L
2023/04/22	Sat	12:27	1.93		59			H
2023/04/22	Sat	18:34	0.38		12			L
2023/04/22	Sat	23:28	3.08		94			H
2023/04/23	Sun	08:13	-0.09		-3			L
2023/04/23	Sun	13:31	1.72		52			H
2023/04/23	Sun	18:58	0.47		14			L
2023/04/24	Mon	00:00	2.87		87			H
2023/04/24	Mon	09:09	-0.01		-0			L
2023/04/24	Mon	15:06	1.59		48			H
2023/04/24	Mon	19:16	0.55		17			L
2023/04/25	Tue	00:38	2.62		80			H
2023/04/25	Tue	10:17	0.05		2			L
2023/04/26	Wed	01:29	2.37		72			H
2023/04/26	Wed	11:40	0.09		3			L
2023/04/26	Wed	19:27	1.83		56			H
2023/04/26	Wed	22:41	0.67		20			L
2023/04/27	Thu	02:58	2.16		66			H
2023/04/27	Thu	12:55	0.10		3			L
2023/04/27	Thu	19:26	1.96		60			H
2023/04/28	Fri	01:12	0.61		19			L
2023/04/28	Fri	04:45	2.09		64			H
2023/04/28	Fri	13:48	0.09		3			L
