#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2023 01 02 10 26 999 99.0 99.0  3.13  9.88  7.38 271 9999.0 999.0  14.8 999.0 99.0 99.00
2023 01 02 10 56 999 99.0 99.0  2.84  7.14  7.10 278 9999.0 999.0  14.8 999.0 99.0 99.00
2023 01 02 11 26 999 99.0 99.0  2.91 14.29  7.36 282 9999.0 999.0  14.8 999.0 99.0 99.00
2023 01 02 11 56 999 99.0 99.0  2.82 12.50  7.07 250 9999.0 999.0  14.8 999.0 99.0 99.00
2023 01 02 12 26 999 99.0 99.0  2.89 14.29  7.59 274 9999.0 999.0  14.8 999.0 99.0 99.00
2023 01 02 12 56 999 99.0 99.0  2.77 11.11  7.40 267 9999.0 999.0  14.8 999.0 99.0 99.00
2023 01 02 13 26 999 99.0 99.0  2.89  8.33  7.43 282 9999.0 999.0  14.8 999.0 99.0 99.00
2023 01 02 13 56 999 99.0 99.0  2.68 14.29  7.69 274 9999.0 999.0  14.8 999.0 99.0 99.00
2023 01 02 14 26 999 99.0 99.0  2.55 13.33  7.45 266 9999.0 999.0  14.8 999.0 99.0 99.00
2023 01 02 14 56 999 99.0 99.0  2.55 11.76  7.82 267 9999.0 999.0  14.8 999.0 99.0 99.00
2023 01 02 15 26 999 99.0 99.0  2.43 14.29  7.46 281 9999.0 999.0  14.8 999.0 99.0 99.00
2023 01 02 15 56 999 99.0 99.0  2.49 14.29  7.84 278 9999.0 999.0  14.8 999.0 99.0 99.00
2023 01 02 16 26 999 99.0 99.0  2.46 13.33  8.11 277 9999.0 999.0  14.8 999.0 99.0 99.00
2023 01 02 16 56 999 99.0 99.0  2.39 14.29  8.02 274 9999.0 999.0  14.8 999.0 99.0 99.00
2023 01 02 17 26 999 99.0 99.0  2.23 12.50  7.71 271 9999.0 999.0  14.8 999.0 99.0 99.00
2023 01 02 17 56 999 99.0 99.0  2.20 15.38  7.77 271 9999.0 999.0  14.9 999.0 99.0 99.00
2023 01 02 18 26 999 99.0 99.0  2.27 13.33  8.05 259 9999.0 999.0  14.9 999.0 99.0 99.00
2023 01 02 18 56 999 99.0 99.0  2.11 13.33  7.95 278 9999.0 999.0  14.9 999.0 99.0 99.00
2023 01 02 19 26 999 99.0 99.0  2.00 12.50  7.84 253 9999.0 999.0  14.9 999.0 99.0 99.00
2023 01 02 19 56 999 99.0 99.0  2.06 14.29  7.98 261 9999.0 999.0  14.9 999.0 99.0 99.00
2023 01 02 20 26 999 99.0 99.0  1.93 15.38  7.69 268 9999.0 999.0  14.9 999.0 99.0 99.00
2023 01 02 20 56 999 99.0 99.0  1.97  9.88  7.76 271 9999.0 999.0  14.9 999.0 99.0 99.00
2023 01 02 21 26 999 99.0 99.0  1.87 15.38  7.65 270 9999.0 999.0  14.9 999.0 99.0 99.00
2023 01 02 21 56 999 99.0 99.0  1.88 15.38  7.68 273 9999.0 999.0  14.9 999.0 99.0 99.00
2023 01 02 22 26 999 99.0 99.0  1.78 14.29  7.58 268 9999.0 999.0  14.9 999.0 99.0 99.00
2023 01 02 22 56 999 99.0 99.0  1.79 13.33  7.57 253 9999.0 999.0  14.9 999.0 99.0 99.00
2023 01 02 23 26 999 99.0 99.0  1.85 12.50  7.99 264 9999.0 999.0  14.9 999.0 99.0 99.00
2023 01 02 23 56 999 99.0 99.0  1.74 14.29  7.72 277 9999.0 999.0  14.9 999.0 99.0 99.00
2023 01 03 00 26 999 99.0 99.0  1.67 13.33  7.53 250 9999.0 999.0  14.8 999.0 99.0 99.00
2023 01 03 00 56 999 99.0 99.0  1.68 13.33  7.68 250 9999.0 999.0  14.8 999.0 99.0 99.00
2023 01 03 01 26 999 99.0 99.0  1.69 14.29  8.01 271 9999.0 999.0  14.8 999.0 99.0 99.00
2023 01 03 01 56 999 99.0 99.0  1.55 14.29  7.63 271 9999.0 999.0  14.8 999.0 99.0 99.00
2023 01 03 02 26 999 99.0 99.0  1.60 13.33  7.70 259 9999.0 999.0  14.8 999.0 99.0 99.00
2023 01 03 02 56 999 99.0 99.0  1.77 12.50  7.91 261 9999.0 999.0  14.8 999.0 99.0 99.00
2023 01 03 03 26 999 99.0 99.0  1.64 14.29  7.44 284 9999.0 999.0  14.8 999.0 99.0 99.00
2023 01 03 03 56 999 99.0 99.0  1.69 13.33  7.66 250 9999.0 999.0  14.8 999.0 99.0 99.00
2023 01 03 04 26 999 99.0 99.0  1.63 14.29  7.68 274 9999.0 999.0  14.8 999.0 99.0 99.00
2023 01 03 04 56 999 99.0 99.0  1.69 14.29  7.77 275 9999.0 999.0  14.8 999.0 99.0 99.00
2023 01 03 05 26 999 99.0 99.0  1.75 13.33  7.92 266 9999.0 999.0  14.8 999.0 99.0 99.00
2023 01 03 05 56 999 99.0 99.0  1.75 12.50  7.54 260 9999.0 999.0  14.8 999.0 99.0 99.00
2023 01 03 06 26 999 99.0 99.0  1.72 11.11  7.69 271 9999.0 999.0  14.8 999.0 99.0 99.00
2023 01 03 07 56 999 99.0 99.0  1.66 13.33  7.59 273 9999.0 999.0  14.8 999.0 99.0 99.00
2023 01 03 10 26 999 99.0 99.0  1.74 12.50  7.37 271 9999.0 999.0  14.8 999.0 99.0 99.00
2023 01 03 11 26 999 99.0 99.0  1.68 13.33  6.33 288 9999.0 999.0  14.8 999.0 99.0 99.00
2023 01 03 11 56 999 99.0 99.0  1.65 13.33  6.40 271 9999.0 999.0  14.8 999.0 99.0 99.00
2023 01 03 12 26 999 99.0 99.0  1.78 14.29  6.74 280 9999.0 999.0  14.8 999.0 99.0 99.00
2023 01 03 12 56 999 99.0 99.0  1.71 13.33  6.68 278 9999.0 999.0  14.8 999.0 99.0 99.00
2023 01 03 13 26 999 99.0 99.0  1.73 13.33  6.27 281 9999.0 999.0  14.8 999.0 99.0 99.00
2023 01 03 13 56 999 99.0 99.0  1.70 14.29  6.35 281 9999.0 999.0  14.8 999.0 99.0 99.00
2023 01 03 14 26 999 99.0 99.0  1.74 14.29  6.53 278 9999.0 999.0  14.8 999.0 99.0 99.00
2023 01 03 14 56 999 99.0 99.0  1.78 14.29  6.48 277 9999.0 999.0  14.8 999.0 99.0 99.00
2023 01 03 15 26 999 99.0 99.0  1.69 14.29  5.79 280 9999.0 999.0  14.8 999.0 99.0 99.00
2023 01 03 15 56 999 99.0 99.0  1.89 13.33  5.68 282 9999.0 999.0  14.8 999.0 99.0 99.00
2023 01 03 16 26 999 99.0 99.0  2.02 13.33  5.95 271 9999.0 999.0  14.8 999.0 99.0 99.00
2023 01 03 16 56 999 99.0 99.0  2.01 14.29  5.78 281 9999.0 999.0  14.8 999.0 99.0 99.00
2023 01 03 17 26 999 99.0 99.0  1.92 13.33  5.52 284 9999.0 999.0  14.8 999.0 99.0 99.00
2023 01 03 17 56 999 99.0 99.0  2.03  5.26  5.72 169 9999.0 999.0  14.8 999.0 99.0 99.00
2023 01 03 18 26 999 99.0 99.0  1.98 14.29  5.95 277 9999.0 999.0  14.8 999.0 99.0 99.00
2023 01 03 18 56 999 99.0 99.0  2.20 14.29  6.17 280 9999.0 999.0  14.8 999.0 99.0 99.00
2023 01 03 19 26 999 99.0 99.0  2.15 15.38  6.06 274 9999.0 999.0  14.9 999.0 99.0 99.00
2023 01 03 19 56 999 99.0 99.0  2.16 14.29  5.81 282 9999.0 999.0  14.9 999.0 99.0 99.00
2023 01 03 20 26 999 99.0 99.0  2.34  5.56  6.10 163 9999.0 999.0  14.9 999.0 99.0 99.00
2023 01 03 20 56 999 99.0 99.0  2.33 15.38  6.06 287 9999.0 999.0  14.9 999.0 99.0 99.00
2023 01 03 21 26 999 99.0 99.0  2.39 16.67  5.96 289 9999.0 999.0  14.9 999.0 99.0 99.00
2023 01 03 21 56 999 99.0 99.0  2.54  5.26  5.99 166 9999.0 999.0  14.9 999.0 99.0 99.00
2023 01 03 22 26 999 99.0 99.0  2.47 15.38  5.95 287 9999.0 999.0  14.8 999.0 99.0 99.00
2023 01 03 22 56 999 99.0 99.0  2.43  6.25  5.90 185 9999.0 999.0  14.9 999.0 99.0 99.00
2023 01 03 23 26 999 99.0 99.0  2.39  5.88  6.04 174 9999.0 999.0  14.8 999.0 99.0 99.00
2023 01 03 23 56 999 99.0 99.0  2.49 14.29  6.22 280 9999.0 999.0  14.9 999.0 99.0 99.00
2023 01 04 00 26 999 99.0 99.0  2.55  5.88  6.13 176 9999.0 999.0  14.9 999.0 99.0 99.00
2023 01 04 00 56 999 99.0 99.0  2.49 15.38  6.15 287 9999.0 999.0  14.9 999.0 99.0 99.00
2023 01 04 01 26 999 99.0 99.0  2.55  5.88  6.17 181 9999.0 999.0  14.9 999.0 99.0 99.00
2023 01 04 01 56 999 99.0 99.0  2.65 15.38  6.31 285 9999.0 999.0  14.9 999.0 99.0 99.00
2023 01 04 02 26 999 99.0 99.0  2.51  5.88  6.29 166 9999.0 999.0  14.9 999.0 99.0 99.00
2023 01 04 02 56 999 99.0 99.0  2.52 14.29  6.36 281 9999.0 999.0  14.9 999.0 99.0 99.00
2023 01 04 03 26 999 99.0 99.0  2.41 14.29  6.25 287 9999.0 999.0  14.9 999.0 99.0 99.00
2023 01 04 03 56 999 99.0 99.0  2.50 15.38  6.32 289 9999.0 999.0  14.9 999.0 99.0 99.00
2023 01 04 04 26 999 99.0 99.0  2.45 15.38  6.58 291 9999.0 999.0  14.9 999.0 99.0 99.00
2023 01 04 04 56 999 99.0 99.0  2.34 15.38  6.54 295 9999.0 999.0  14.9 999.0 99.0 99.00
2023 01 04 05 26 999 99.0 99.0  2.30 15.38  6.14 294 9999.0 999.0  14.9 999.0 99.0 99.00
2023 01 04 05 56 999 99.0 99.0  2.49 15.38  6.67 294 9999.0 999.0  14.9 999.0 99.0 99.00
2023 01 04 06 26 999 99.0 99.0  2.28 14.29  6.52 289 9999.0 999.0  14.9 999.0 99.0 99.00
2023 01 04 06 56 999 99.0 99.0  2.55 15.38  6.79 296 9999.0 999.0  15.0 999.0 99.0 99.00
2023 01 04 07 26 999 99.0 99.0  2.36 14.29  6.33 275 9999.0 999.0  14.9 999.0 99.0 99.00
2023 01 04 07 56 999 99.0 99.0  2.65 14.29  7.02 284 9999.0 999.0  15.0 999.0 99.0 99.00
2023 01 04 08 26 999 99.0 99.0  2.51 15.38  7.16 288 9999.0 999.0  15.0 999.0 99.0 99.00
2023 01 04 08 56 999 99.0 99.0  2.43 15.38  6.70 287 9999.0 999.0  15.0 999.0 99.0 99.00
2023 01 04 09 26 999 99.0 99.0  2.39 14.29  6.76 285 9999.0 999.0  15.0 999.0 99.0 99.00
2023 01 04 09 56 999 99.0 99.0  2.42 15.38  6.97 289 9999.0 999.0  15.0 999.0 99.0 99.00
2023 01 04 10 26 999 99.0 99.0  2.41 13.33  6.90 278 9999.0 999.0  15.0 999.0 99.0 99.00
2023 01 04 10 56 999 99.0 99.0  2.46 13.33  6.87 275 9999.0 999.0  15.0 999.0 99.0 99.00
2023 01 04 11 26 999 99.0 99.0  2.57 11.76  7.02 274 9999.0 999.0  15.0 999.0 99.0 99.00
2023 01 04 11 56 999 99.0 99.0  2.40 12.50  7.29 282 9999.0 999.0  15.0 999.0 99.0 99.00
2023 01 04 12 26 999 99.0 99.0  2.52 14.29  7.83 285 9999.0 999.0  15.0 999.0 99.0 99.00
2023 01 04 12 56 999 99.0 99.0  2.43 13.33  7.35 284 9999.0 999.0  15.0 999.0 99.0 99.00
2023 01 04 13 26 999 99.0 99.0  2.48 14.29  7.63 280 9999.0 999.0  15.0 999.0 99.0 99.00
2023 01 04 13 56 999 99.0 99.0  2.33 15.38  7.55 288 9999.0 999.0  14.9 999.0 99.0 99.00
2023 01 04 14 26 999 99.0 99.0  2.38 14.29  8.03 287 9999.0 999.0  14.9 999.0 99.0 99.00
2023 01 04 14 56 999 99.0 99.0  2.39 15.38  7.97 296 9999.0 999.0  15.0 999.0 99.0 99.00
2023 01 04 15 26 999 99.0 99.0  2.29 16.67  7.95 292 9999.0 999.0  15.0 999.0 99.0 99.00
2023 01 04 15 56 999 99.0 99.0  2.31 13.33  8.20 288 9999.0 999.0  15.0 999.0 99.0 99.00
2023 01 04 16 26 999 99.0 99.0  2.40 15.38  8.67 291 9999.0 999.0  15.0 999.0 99.0 99.00
2023 01 04 16 56 999 99.0 99.0  2.22 15.38  8.38 291 9999.0 999.0  15.0 999.0 99.0 99.00
2023 01 04 17 26 999 99.0 99.0  2.14 15.38  8.37 295 9999.0 999.0  15.1 999.0 99.0 99.00
2023 01 04 17 56 999 99.0 99.0  2.16 15.38  8.47 294 9999.0 999.0  15.1 999.0 99.0 99.00
2023 01 04 18 26 999 99.0 99.0  2.20 14.29  8.62 291 9999.0 999.0  15.1 999.0 99.0 99.00
2023 01 04 18 56 999 99.0 99.0  2.26 15.38  9.20 288 9999.0 999.0  15.1 999.0 99.0 99.00
2023 01 04 19 26 999 99.0 99.0  1.90 15.38  8.06 281 9999.0 999.0  15.2 999.0 99.0 99.00
2023 01 04 19 56 999 99.0 99.0  2.02 15.38  8.59 287 9999.0 999.0  15.2 999.0 99.0 99.00
2023 01 04 20 26 999 99.0 99.0  2.08 16.67  9.22 284 9999.0 999.0  15.2 999.0 99.0 99.00
2023 01 04 20 56 999 99.0 99.0  2.11 14.29  9.61 277 9999.0 999.0  15.3 999.0 99.0 99.00
2023 01 04 21 26 999 99.0 99.0  1.99 14.29  9.65 281 9999.0 999.0  15.4 999.0 99.0 99.00
2023 01 04 21 56 999 99.0 99.0  2.00 15.38 10.00 280 9999.0 999.0  15.4 999.0 99.0 99.00
2023 01 04 22 26 999 99.0 99.0  1.75 13.33  8.96 280 9999.0 999.0  15.5 999.0 99.0 99.00
2023 01 04 22 56 999 99.0 99.0  1.77 15.38  9.06 278 9999.0 999.0  15.5 999.0 99.0 99.00
2023 01 04 23 26 999 99.0 99.0  1.78 14.29  9.13 282 9999.0 999.0  15.5 999.0 99.0 99.00
2023 01 04 23 56 999 99.0 99.0  1.82 15.38  9.05 282 9999.0 999.0  15.5 999.0 99.0 99.00
2023 01 05 00 26 999 99.0 99.0  1.73 16.67  8.85 285 9999.0 999.0  15.4 999.0 99.0 99.00
2023 01 05 00 56 999 99.0 99.0  1.63 15.38  8.54 282 9999.0 999.0  15.4 999.0 99.0 99.00
2023 01 05 01 26 999 99.0 99.0  1.64 14.29  8.84 285 9999.0 999.0  15.4 999.0 99.0 99.00
2023 01 05 01 56 999 99.0 99.0  1.65 14.29  8.68 287 9999.0 999.0  15.4 999.0 99.0 99.00
2023 01 05 02 26 999 99.0 99.0  1.58 15.38  8.64 275 9999.0 999.0  15.4 999.0 99.0 99.00
2023 01 05 02 56 999 99.0 99.0  1.68 15.38  9.47 287 9999.0 999.0  15.4 999.0 99.0 99.00
2023 01 05 03 26 999 99.0 99.0  1.67 16.67  9.17 291 9999.0 999.0  15.4 999.0 99.0 99.00
2023 01 05 03 56 999 99.0 99.0  1.71 16.67  9.73 280 9999.0 999.0  15.4 999.0 99.0 99.00
2023 01 05 04 26 999 99.0 99.0  1.74 15.38  9.32 278 9999.0 999.0  15.4 999.0 99.0 99.00
2023 01 05 04 56 999 99.0 99.0  1.63 14.29  8.90 280 9999.0 999.0  15.4 999.0 99.0 99.00
2023 01 05 05 26 999 99.0 99.0  1.73 15.38  9.27 271 9999.0 999.0  15.4 999.0 99.0 99.00
2023 01 05 05 56 999 99.0 99.0  1.66 14.29  8.92 287 9999.0 999.0  15.3 999.0 99.0 99.00
2023 01 05 06 26 999 99.0 99.0  1.72 14.29  8.99 275 9999.0 999.0  15.3 999.0 99.0 99.00
2023 01 05 06 56 999 99.0 99.0  1.75 15.38  8.78 271 9999.0 999.0  15.3 999.0 99.0 99.00
2023 01 05 07 26 999 99.0 99.0  1.80 16.67  8.68 278 9999.0 999.0  15.3 999.0 99.0 99.00
2023 01 05 07 56 999 99.0 99.0  1.75 15.38  8.06 274 9999.0 999.0  15.3 999.0 99.0 99.00
2023 01 05 08 26 999 99.0 99.0  1.76 15.38  8.32 282 9999.0 999.0  15.4 999.0 99.0 99.00
2023 01 05 08 56 999 99.0 99.0  1.63 14.29  7.62 280 9999.0 999.0  15.4 999.0 99.0 99.00
2023 01 05 09 26 999 99.0 99.0  1.75 14.29  7.97 281 9999.0 999.0  15.4 999.0 99.0 99.00
2023 01 05 09 56 999 99.0 99.0  1.81 14.29  7.89 281 9999.0 999.0  15.4 999.0 99.0 99.00
2023 01 05 10 26 999 99.0 99.0  1.66 15.38  7.51 277 9999.0 999.0  15.4 999.0 99.0 99.00
2023 01 05 10 56 999 99.0 99.0  1.64 15.38  6.96 277 9999.0 999.0  15.4 999.0 99.0 99.00
2023 01 05 11 26 999 99.0 99.0  1.75 14.29  7.27 270 9999.0 999.0  15.4 999.0 99.0 99.00
2023 01 05 11 56 999 99.0 99.0  1.64 15.38  6.88 274 9999.0 999.0  15.4 999.0 99.0 99.00
2023 01 05 12 26 999 99.0 99.0  1.70 15.38  6.48 274 9999.0 999.0  15.4 999.0 99.0 99.00
2023 01 05 12 56 999 99.0 99.0  1.84 15.38  6.48 271 9999.0 999.0  15.5 999.0 99.0 99.00
2023 01 05 13 26 999 99.0 99.0  1.89 15.38  6.81 285 9999.0 999.0  15.4 999.0 99.0 99.00
2023 01 05 13 56 999 99.0 99.0  1.88 15.38  6.24 280 9999.0 999.0  15.4 999.0 99.0 99.00
2023 01 05 14 26 999 99.0 99.0  1.99 15.38  6.52 278 9999.0 999.0  15.4 999.0 99.0 99.00
2023 01 05 14 56 999 99.0 99.0  1.99 14.29  6.27 263 9999.0 999.0  15.4 999.0 99.0 99.00
2023 01 05 15 26 999 99.0 99.0  2.13 14.29  6.71 274 9999.0 999.0  15.4 999.0 99.0 99.00
2023 01 05 15 56 999 99.0 99.0  2.28 14.29  6.91 284 9999.0 999.0  15.4 999.0 99.0 99.00
2023 01 05 16 26 999 99.0 99.0  2.24 13.33  6.60 277 9999.0 999.0  15.4 999.0 99.0 99.00
2023 01 05 16 56 999 99.0 99.0  2.44 14.29  6.99 273 9999.0 999.0  15.4 999.0 99.0 99.00
2023 01 05 17 26 999 99.0 99.0  2.47 14.29  7.21 275 9999.0 999.0  15.4 999.0 99.0 99.00
2023 01 05 17 56 999 99.0 99.0  2.60 15.38  7.02 287 9999.0 999.0  15.4 999.0 99.0 99.00
2023 01 05 18 26 999 99.0 99.0  2.77 12.50  7.76 280 9999.0 999.0  15.4 999.0 99.0 99.00
2023 01 05 18 56 999 99.0 99.0  2.98 12.50  8.13 280 9999.0 999.0  15.4 999.0 99.0 99.00
2023 01 05 19 26 999 99.0 99.0  3.01 12.50  7.43 273 9999.0 999.0  15.3 999.0 99.0 99.00
2023 01 05 19 56 999 99.0 99.0  3.21 11.11  7.93 267 9999.0 999.0  15.3 999.0 99.0 99.00
2023 01 05 20 26 999 99.0 99.0  3.31 12.50  8.37 274 9999.0 999.0  15.4 999.0 99.0 99.00
2023 01 05 20 56 999 99.0 99.0  3.28 11.76  8.62 257 9999.0 999.0  15.4 999.0 99.0 99.00
2023 01 05 21 26 999 99.0 99.0  3.27 12.50  8.42 270 9999.0 999.0  15.3 999.0 99.0 99.00
2023 01 05 21 56 999 99.0 99.0  3.34 20.00  9.19 287 9999.0 999.0  15.3 999.0 99.0 99.00
